,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
2774,2775,023I783292,023I,54.5190947,-64.6170345,54.0,12.0,,14.0,3.0,,30.0,0.65,,2.0,55.0,38.4,60.0,1.5,Routine,023I,54.51903,-64.61787,101.0,0.45,,1.3,,25.1,0.8,,0.36,0.23,48.9,3.7,15.9,0.11,14.82,2.02,0.85,1.22,0.5,0.7,3.75,0.1,,83.0,0.37,,0.02,48.1,2.0,0.14,0.07,29.0,2.63,0.006,0.33,52.44,16.4,0.038,1.38,,14.3,,1.6,,0.55,0.03,1.6,0.4,6.84,,36.9,,0.48,,0.4,0.015,0.05,0.16,1.6,10.0,,9.71,0.9,58.3,0.2,54.0,12.0,14.0,3.0,30.0,0.65,55.0,60.0,1.5,101.0,0.45,25.1,0.8,0.36,0.23,48.9,3.7,15.9,0.11,14.82,2.02,0.85,1.22,0.5,0.7,3.75,83.0,0.37,0.02,48.1,2.0,0.14,0.07,29.0,2.63,0.006,0.33,52.44,16.4,0.038,1.38,14.3,1.6,0.55,1.6,0.4,6.84,36.9,0.48,0.4,0.015,0.05,0.16,1.6,10.0,9.71,0.9,58.3,0.2,POINT (-64.6170345 54.5190947)
2775,2776,023I783294,023I,54.502477,-64.7302058,38.0,8.0,,10.0,2.0,,70.0,0.7,,,70.0,28.0,70.0,1.1,Routine,023I,54.5024,-64.73103,65.0,0.67,,,,62.1,0.3,,0.3,0.2,39.6,2.7,13.5,0.19,10.1,1.42,0.64,0.55,0.55,1.7,1.91,,,119.0,0.22,,0.04,21.5,3.0,0.08,0.11,76.0,1.2,0.007,0.4,19.58,11.1,0.051,2.02,,5.69,2.0,3.4,1.0,0.27,0.04,1.0,0.3,3.1,0.1,28.5,,0.24,,0.1,0.022,0.05,0.08,1.2,13.0,,5.66,0.57,40.9,0.2,38.0,8.0,10.0,2.0,70.0,0.7,70.0,70.0,1.1,65.0,0.67,62.1,0.3,0.3,0.2,39.6,2.7,13.5,0.19,10.1,1.42,0.64,0.55,0.55,1.7,1.91,119.0,0.22,0.04,21.5,3.0,0.08,0.11,76.0,1.2,0.007,0.4,19.58,11.1,0.051,2.02,5.69,3.4,0.27,1.0,0.3,3.1,28.5,0.24,0.1,0.022,0.05,0.08,1.2,13.0,5.66,0.57,40.9,0.2,POINT (-64.7302058 54.502477)
2776,2777,023I783296,023I,54.5021638,-64.8732899,96.0,16.0,,13.0,10.0,,320.0,7.3,,,155.0,57.2,50.0,0.6,Routine,023I,54.50209,-64.8741,62.0,0.84,1.6,,,128.7,0.3,0.04,0.32,0.36,40.5,13.0,31.4,0.39,19.66,1.21,0.64,0.51,6.57,2.9,2.34,,0.04,74.0,0.24,,0.07,18.6,5.2,0.08,0.31,325.0,1.81,0.009,0.97,19.1,19.4,0.172,4.27,,4.68,,5.6,,0.23,0.08,2.4,0.8,3.19,0.3,22.4,,0.26,,2.0,0.065,0.12,0.07,0.4,41.0,,5.8,0.49,103.9,1.6,96.0,16.0,13.0,10.0,320.0,7.3,155.0,50.0,0.6,62.0,0.84,128.7,0.3,0.32,0.36,40.5,13.0,31.4,0.39,19.66,1.21,0.64,0.51,6.57,2.9,2.34,74.0,0.24,0.07,18.6,5.2,0.08,0.31,325.0,1.81,0.009,0.97,19.1,19.4,0.172,4.27,4.68,5.6,0.23,2.4,0.8,3.19,22.4,0.26,2.0,0.065,0.12,0.07,0.4,41.0,5.8,0.49,103.9,1.6,POINT (-64.8732899 54.5021638)
2777,2778,023I783298,023I,54.5035708,-64.9131894,58.0,12.0,2.0,13.0,6.0,,140.0,1.2,,,130.0,39.2,70.0,0.5,Routine,023I,54.50349,-64.914,82.0,0.66,0.7,0.5,,83.7,0.1,0.02,0.34,0.33,37.7,5.7,23.5,0.19,15.09,1.4,0.61,0.59,0.97,1.7,2.19,,,124.0,0.22,,0.04,19.4,3.5,0.08,0.2,148.0,1.34,0.01,0.41,18.89,17.0,0.099,2.78,,4.95,,3.1,,0.31,0.04,1.1,0.6,3.04,0.1,35.2,,0.28,,0.1,0.023,0.05,0.09,0.4,19.0,,6.35,0.58,65.1,0.3,58.0,12.0,13.0,6.0,140.0,1.2,130.0,70.0,0.5,82.0,0.66,83.7,0.1,0.34,0.33,37.7,5.7,23.5,0.19,15.09,1.4,0.61,0.59,0.97,1.7,2.19,124.0,0.22,0.04,19.4,3.5,0.08,0.2,148.0,1.34,0.01,0.41,18.89,17.0,0.099,2.78,4.95,3.1,0.31,1.1,0.6,3.04,35.2,0.28,0.1,0.023,0.05,0.09,0.4,19.0,6.35,0.58,65.1,0.3,POINT (-64.9131894 54.5035708)
2778,2779,023I783302,023I,54.469691,-64.8573141,110.0,10.0,,13.0,13.0,,300.0,4.6,,,470.0,37.0,60.0,0.8,Routine,023I,54.46961,-64.85813,28.0,0.99,0.5,1.3,,138.9,0.1,,0.47,0.54,45.6,15.2,31.2,0.34,10.91,1.55,0.69,0.62,4.79,3.1,2.5,0.1,0.03,66.0,0.29,,0.08,20.3,6.6,0.07,0.41,332.0,0.73,0.013,1.28,22.1,18.5,0.172,2.86,,5.57,,5.8,,0.12,0.04,2.3,0.4,3.84,0.3,25.0,,0.32,,1.9,0.096,0.14,0.08,0.3,36.0,0.1,7.3,0.61,127.3,1.5,110.0,10.0,13.0,13.0,300.0,4.6,470.0,60.0,0.8,28.0,0.99,138.9,0.1,0.47,0.54,45.6,15.2,31.2,0.34,10.91,1.55,0.69,0.62,4.79,3.1,2.5,66.0,0.29,0.08,20.3,6.6,0.07,0.41,332.0,0.73,0.013,1.28,22.1,18.5,0.172,2.86,5.57,5.8,0.12,2.3,0.4,3.84,25.0,0.32,1.9,0.096,0.14,0.08,0.3,36.0,7.3,0.61,127.3,1.5,POINT (-64.8573141 54.469691)
2779,2780,023I783304,023I,54.4301485,-64.8450253,86.0,12.0,,13.0,8.0,,255.0,2.4,,,110.0,35.6,70.0,0.4,Routine,023I,54.43007,-64.84584,58.0,0.86,0.4,,,84.5,0.2,,0.3,0.47,40.4,7.6,22.9,0.17,13.5,1.44,0.72,0.68,2.23,1.8,2.21,,,119.0,0.25,,0.04,20.7,2.6,0.09,0.15,224.0,1.84,0.008,0.43,19.62,16.5,0.125,1.99,,5.1,,2.7,1.0,0.27,0.03,1.6,0.3,3.34,0.1,25.3,,0.32,,0.2,0.022,0.08,0.08,0.4,33.0,,6.95,0.55,89.9,0.2,86.0,12.0,13.0,8.0,255.0,2.4,110.0,70.0,0.4,58.0,0.86,84.5,0.2,0.3,0.47,40.4,7.6,22.9,0.17,13.5,1.44,0.72,0.68,2.23,1.8,2.21,119.0,0.25,0.04,20.7,2.6,0.09,0.15,224.0,1.84,0.008,0.43,19.62,16.5,0.125,1.99,5.1,2.7,0.27,1.6,0.3,3.34,25.3,0.32,0.2,0.022,0.08,0.08,0.4,33.0,6.95,0.55,89.9,0.2,POINT (-64.8450253 54.4301485)
2780,2781,023I783310,023I,54.4021362,-64.9026389,46.0,16.0,,16.0,6.0,,80.0,0.95,,,90.0,46.8,80.0,0.5,Routine,023I,54.40206,-64.90345,135.0,0.9,,0.3,,90.3,,0.02,0.3,0.36,53.4,4.8,24.2,0.17,20.24,1.82,0.84,0.87,0.82,1.8,2.67,,,99.0,0.33,0.02,0.03,24.0,2.3,0.09,0.1,89.0,1.16,0.009,0.41,25.92,22.5,0.091,2.39,,6.25,,2.3,,0.31,0.04,0.8,0.6,4.13,,41.4,,0.37,,,0.016,0.05,0.13,0.3,30.0,,8.47,0.72,57.9,0.2,46.0,16.0,16.0,6.0,80.0,0.95,90.0,80.0,0.5,135.0,0.9,90.3,0.22989200233861873,0.3,0.36,53.4,4.8,24.2,0.17,20.24,1.82,0.84,0.87,0.82,1.8,2.67,99.0,0.33,0.03,24.0,2.3,0.09,0.1,89.0,1.16,0.009,0.41,25.92,22.5,0.091,2.39,6.25,2.3,0.31,0.8,0.6,4.13,41.4,0.37,0.374537294934342,0.016,0.05,0.13,0.3,30.0,8.47,0.72,57.9,0.2,POINT (-64.9026389 54.4021362)
2781,2782,023I783312,023I,54.4033239,-64.8100938,100.0,6.0,2.0,10.0,12.0,,450.0,4.2,,,220.0,23.4,60.0,0.6,Routine,023I,54.40325,-64.81091,52.0,0.98,0.8,,,90.2,0.4,0.03,0.3,0.39,40.2,12.2,24.0,0.15,8.02,1.56,0.62,0.59,4.22,2.1,2.28,,,57.0,0.23,,0.05,19.4,4.0,0.1,0.21,447.0,1.93,0.015,0.61,19.83,12.8,0.175,3.72,,4.92,,3.1,,0.16,0.06,2.2,0.4,3.02,0.2,21.0,,0.26,0.04,0.9,0.046,0.09,0.1,0.3,43.0,,6.71,0.59,114.4,0.4,100.0,6.0,10.0,12.0,450.0,4.2,220.0,60.0,0.6,52.0,0.98,90.2,0.4,0.3,0.39,40.2,12.2,24.0,0.15,8.02,1.56,0.62,0.59,4.22,2.1,2.28,57.0,0.23,0.05,19.4,4.0,0.1,0.21,447.0,1.93,0.015,0.61,19.83,12.8,0.175,3.72,4.92,3.1,0.16,2.2,0.4,3.02,21.0,0.26,0.9,0.046,0.09,0.1,0.3,43.0,6.71,0.59,114.4,0.4,POINT (-64.8100938 54.4033239)
2782,2783,023I783313,023I,54.4471456,-64.7457187,84.0,10.0,2.0,11.0,10.0,,170.0,2.7,,,155.0,30.6,70.0,0.7,Routine,023I,54.44707,-64.74654,76.0,1.2,1.0,0.7,,93.7,0.4,0.03,0.3,0.33,82.2,10.3,23.9,0.25,12.56,2.32,1.01,1.01,2.69,3.1,3.01,,0.02,130.0,0.38,,0.06,43.2,5.2,0.13,0.21,174.0,1.57,0.013,1.12,40.25,15.3,0.103,4.44,,10.79,,4.4,1.0,0.19,0.08,2.4,0.3,5.72,0.3,26.6,,0.5,,1.1,0.052,0.11,0.14,0.6,38.0,,10.25,0.9,104.1,0.7,84.0,10.0,11.0,10.0,170.0,2.7,155.0,70.0,0.7,76.0,1.2,93.7,0.4,0.3,0.33,82.2,10.3,23.9,0.25,12.56,2.32,1.01,1.01,2.69,3.1,3.01,130.0,0.38,0.06,43.2,5.2,0.13,0.21,174.0,1.57,0.013,1.12,40.25,15.3,0.103,4.44,10.79,4.4,0.19,2.4,0.3,5.72,26.6,0.5,1.1,0.052,0.11,0.14,0.6,38.0,10.25,0.9,104.1,0.7,POINT (-64.7457187 54.4471456)
2783,2784,023I783314,023I,54.4362469,-64.7011704,120.0,24.0,2.0,20.0,12.0,,150.0,2.6,,2.0,145.0,41.2,80.0,1.3,Routine,023I,54.43618,-64.70199,100.0,1.55,0.6,0.7,,108.3,0.5,,0.45,0.46,127.2,11.2,30.6,0.23,27.84,3.73,1.73,1.64,2.46,2.5,5.73,0.1,,93.0,0.6,,0.06,64.0,4.1,0.24,0.18,142.0,2.6,0.009,1.07,62.82,29.7,0.099,2.5,,17.64,,4.7,3.0,0.33,0.08,2.9,0.4,9.22,0.2,38.5,,0.76,,0.9,0.039,0.18,0.22,1.1,45.0,0.1,16.39,1.52,132.9,1.1,120.0,24.0,20.0,12.0,150.0,2.6,145.0,80.0,1.3,100.0,1.55,108.3,0.5,0.45,0.46,127.2,11.2,30.6,0.23,27.84,3.73,1.73,1.64,2.46,2.5,5.73,93.0,0.6,0.06,64.0,4.1,0.24,0.18,142.0,2.6,0.009,1.07,62.82,29.7,0.099,2.5,17.64,4.7,0.33,2.9,0.4,9.22,38.5,0.76,0.9,0.039,0.18,0.22,1.1,45.0,16.39,1.52,132.9,1.1,POINT (-64.7011704 54.4362469)
2784,2785,023I783315,023I,54.4532076,-64.647127,42.0,14.0,,10.0,3.0,,70.0,0.7,,,115.0,35.4,60.0,0.8,Routine,023I,54.45314,-64.64795,103.0,0.91,0.4,0.4,,68.5,0.3,,0.4,0.27,89.4,3.7,18.3,0.16,13.99,2.47,1.0,1.19,0.9,2.0,3.83,,,124.0,0.36,,0.03,54.5,2.6,0.11,0.11,81.0,1.69,0.007,0.57,51.5,14.6,0.068,1.98,,13.89,3.0,2.6,,0.34,0.02,1.4,0.3,6.8,0.1,39.5,,0.47,0.05,0.2,0.022,0.06,0.12,1.1,27.0,,9.84,0.81,57.5,0.3,42.0,14.0,10.0,3.0,70.0,0.7,115.0,60.0,0.8,103.0,0.91,68.5,0.3,0.4,0.27,89.4,3.7,18.3,0.16,13.99,2.47,1.0,1.19,0.9,2.0,3.83,124.0,0.36,0.03,54.5,2.6,0.11,0.11,81.0,1.69,0.007,0.57,51.5,14.6,0.068,1.98,13.89,2.6,0.34,1.4,0.3,6.8,39.5,0.47,0.2,0.022,0.06,0.12,1.1,27.0,9.84,0.81,57.5,0.3,POINT (-64.647127 54.4532076)
2785,2786,023I783316,023I,54.4480931,-64.6026115,58.0,16.0,,12.0,4.0,,60.0,2.8,,,110.0,46.8,80.0,0.3,Routine,023I,54.44803,-64.60344,105.0,1.06,,0.8,,61.5,0.2,,0.32,0.42,86.0,5.0,18.5,0.15,14.95,1.82,0.83,0.84,3.46,2.0,3.11,,,99.0,0.28,,0.02,46.5,1.6,0.1,0.08,67.0,1.36,0.01,0.67,39.31,13.1,0.108,2.18,,11.35,,1.7,,0.31,0.05,1.6,1.0,5.02,0.1,31.3,,0.36,,0.5,0.022,0.09,0.1,0.4,45.0,,7.8,0.72,63.8,0.3,58.0,16.0,12.0,4.0,60.0,2.8,110.0,80.0,0.3,105.0,1.06,61.5,0.2,0.32,0.42,86.0,5.0,18.5,0.15,14.95,1.82,0.83,0.84,3.46,2.0,3.11,99.0,0.28,0.02,46.5,1.6,0.1,0.08,67.0,1.36,0.01,0.67,39.31,13.1,0.108,2.18,11.35,1.7,0.31,1.6,1.0,5.02,31.3,0.36,0.5,0.022,0.09,0.1,0.4,45.0,7.8,0.72,63.8,0.3,POINT (-64.6026115 54.4480931)
2786,2787,023I783317,023I,54.4768737,-64.5898107,66.0,18.0,,8.0,6.0,,75.0,1.0,,7.0,155.0,38.6,60.0,2.0,Routine,023I,54.47681,-64.59064,155.0,0.91,,2.3,,34.2,1.2,,0.4,0.3,87.4,6.3,25.0,0.19,18.62,4.08,1.92,1.91,1.26,2.1,6.94,0.1,,112.0,0.65,,0.04,101.6,3.2,0.24,0.13,79.0,8.62,0.009,0.59,98.38,13.7,0.05,3.29,,28.11,,2.9,,0.5,0.05,2.2,0.7,12.76,0.2,33.2,,0.87,,0.5,0.025,0.07,0.23,2.6,54.0,0.1,19.81,1.72,80.3,0.3,66.0,18.0,8.0,6.0,75.0,1.0,155.0,60.0,2.0,155.0,0.91,34.2,1.2,0.4,0.3,87.4,6.3,25.0,0.19,18.62,4.08,1.92,1.91,1.26,2.1,6.94,112.0,0.65,0.04,101.6,3.2,0.24,0.13,79.0,8.62,0.009,0.59,98.38,13.7,0.05,3.29,28.11,2.9,0.5,2.2,0.7,12.76,33.2,0.87,0.5,0.025,0.07,0.23,2.6,54.0,19.81,1.72,80.3,0.3,POINT (-64.5898107 54.4768737)
2787,2788,023I783318,023I,54.4846962,-64.6250022,38.0,20.0,,11.0,3.0,,45.0,0.45,,,115.0,32.6,60.0,1.1,Routine,023I,54.48463,-64.62583,155.0,0.93,0.3,0.9,,60.2,0.7,,0.4,0.2,139.8,4.3,21.1,0.13,20.8,4.01,1.76,2.2,0.65,1.5,7.74,0.1,,114.0,0.65,,0.03,97.4,2.8,0.2,0.11,51.0,1.28,0.007,0.49,98.48,16.6,0.053,2.11,,26.42,,2.3,,0.44,0.03,2.1,0.5,13.26,,39.3,,0.93,,0.4,0.022,0.07,0.25,1.4,22.0,,17.45,1.43,46.7,0.4,38.0,20.0,11.0,3.0,45.0,0.45,115.0,60.0,1.1,155.0,0.93,60.2,0.7,0.4,0.2,139.8,4.3,21.1,0.13,20.8,4.01,1.76,2.2,0.65,1.5,7.74,114.0,0.65,0.03,97.4,2.8,0.2,0.11,51.0,1.28,0.007,0.49,98.48,16.6,0.053,2.11,26.42,2.3,0.44,2.1,0.5,13.26,39.3,0.93,0.4,0.022,0.07,0.25,1.4,22.0,17.45,1.43,46.7,0.4,POINT (-64.6250022 54.4846962)
2788,2789,023I783319,023I,54.4738735,-64.6720631,58.0,16.0,,14.0,4.0,,60.0,0.7,,,105.0,35.4,60.0,0.7,Routine,023I,54.4738,-64.67289,88.0,0.94,0.2,0.5,,72.1,0.3,,0.42,0.3,93.1,4.8,18.0,0.13,13.87,2.35,0.91,1.11,0.94,1.9,3.45,,,134.0,0.36,,0.02,48.2,2.4,0.11,0.1,72.0,1.81,0.008,0.53,46.32,14.6,0.052,1.93,,13.22,,1.8,,0.31,0.02,1.4,0.2,6.86,0.1,37.1,,0.48,,0.2,0.02,0.09,0.12,0.8,28.0,,9.77,0.89,64.7,0.3,58.0,16.0,14.0,4.0,60.0,0.7,105.0,60.0,0.7,88.0,0.94,72.1,0.3,0.42,0.3,93.1,4.8,18.0,0.13,13.87,2.35,0.91,1.11,0.94,1.9,3.45,134.0,0.36,0.02,48.2,2.4,0.11,0.1,72.0,1.81,0.008,0.53,46.32,14.6,0.052,1.93,13.22,1.8,0.31,1.4,0.2,6.86,37.1,0.48,0.2,0.02,0.09,0.12,0.8,28.0,9.77,0.89,64.7,0.3,POINT (-64.6720631 54.4738735)
2789,2790,023I783320,023I,54.4665131,-64.7477926,50.0,12.0,2.0,11.0,4.0,,70.0,0.7,,,90.0,48.2,70.0,0.8,Routine,023I,54.46644,-64.74861,70.0,0.69,0.2,0.3,,103.0,0.2,,0.42,0.4,79.7,5.2,16.1,0.15,12.05,2.07,1.04,0.96,0.88,1.2,3.41,,,115.0,0.34,,0.03,39.2,1.9,0.13,0.09,78.0,1.23,0.008,0.53,38.29,15.5,0.059,2.3,,10.96,,2.2,,0.3,0.03,1.9,0.5,5.74,0.1,50.0,,0.47,0.03,0.3,0.021,0.05,0.13,0.9,16.0,,9.5,0.84,61.4,0.7,50.0,12.0,11.0,4.0,70.0,0.7,90.0,70.0,0.8,70.0,0.69,103.0,0.2,0.42,0.4,79.7,5.2,16.1,0.15,12.05,2.07,1.04,0.96,0.88,1.2,3.41,115.0,0.34,0.03,39.2,1.9,0.13,0.09,78.0,1.23,0.008,0.53,38.29,15.5,0.059,2.3,10.96,2.2,0.3,1.9,0.5,5.74,50.0,0.47,0.3,0.021,0.05,0.13,0.9,16.0,9.5,0.84,61.4,0.7,POINT (-64.7477926 54.4665131)
2790,2791,023I783322,023I,54.4694201,-64.799692,122.0,18.0,,15.0,12.0,0.2,225.0,5.1,,2.0,340.0,33.8,90.0,1.1,Routine,023I,54.46934,-64.80051,109.0,1.54,0.2,,,157.7,0.3,0.03,0.63,0.53,84.0,13.5,35.7,0.28,18.08,2.8,1.23,1.12,5.19,2.7,3.62,0.2,,98.0,0.45,,0.06,41.3,5.0,0.17,0.25,235.0,3.56,0.041,0.98,39.61,20.5,0.183,2.46,,11.07,,4.5,2.0,0.23,0.03,4.2,0.7,6.5,0.2,112.8,,0.53,,1.9,0.047,0.16,0.17,1.1,62.0,0.3,12.28,1.12,135.5,1.1,122.0,18.0,15.0,12.0,225.0,5.1,340.0,90.0,1.1,109.0,1.54,157.7,0.3,0.63,0.53,84.0,13.5,35.7,0.28,18.08,2.8,1.23,1.12,5.19,2.7,3.62,98.0,0.45,0.06,41.3,5.0,0.17,0.25,235.0,3.56,0.041,0.98,39.61,20.5,0.183,2.46,11.07,4.5,0.23,4.2,0.7,6.5,112.8,0.53,1.9,0.047,0.16,0.17,1.1,62.0,12.28,1.12,135.5,1.1,POINT (-64.799692 54.4694201)
2791,2792,023I783323,023I,54.439531,-64.7913187,76.0,8.0,,8.0,9.0,,285.0,3.3,,,165.0,15.2,60.0,0.5,Routine,023I,54.43946,-64.79214,35.0,0.86,0.8,,,99.7,0.4,,0.27,0.27,50.3,10.1,21.4,0.2,7.46,1.58,0.62,0.62,3.66,2.3,2.12,,0.02,70.0,0.25,,0.05,24.7,4.9,0.09,0.2,209.0,0.84,0.017,0.79,22.0,11.5,0.119,2.5,,6.07,,3.6,,0.08,0.03,2.5,0.3,3.46,0.1,18.4,,0.3,,1.9,0.047,0.09,0.08,0.4,34.0,,6.66,0.58,82.7,1.6,76.0,8.0,8.0,9.0,285.0,3.3,165.0,60.0,0.5,35.0,0.86,99.7,0.4,0.27,0.27,50.3,10.1,21.4,0.2,7.46,1.58,0.62,0.62,3.66,2.3,2.12,70.0,0.25,0.05,24.7,4.9,0.09,0.2,209.0,0.84,0.017,0.79,22.0,11.5,0.119,2.5,6.07,3.6,0.08,2.5,0.3,3.46,18.4,0.3,1.9,0.047,0.09,0.08,0.4,34.0,6.66,0.58,82.7,1.6,POINT (-64.7913187 54.439531)
2792,2793,023I783324,023I,54.3668578,-65.7638282,270.0,50.0,10.0,29.0,13.0,0.5,630.0,4.3,3.0,2.0,300.0,25.2,170.0,3.6,Routine,023I,54.36675,-65.76459,657.0,2.01,4.4,4.4,,367.7,1.2,0.09,0.44,1.68,62.5,15.2,41.8,0.63,49.49,3.98,2.09,1.43,4.84,3.4,5.0,,0.15,186.0,0.72,,0.11,36.5,12.3,0.3,0.43,707.0,2.34,0.009,0.82,33.6,37.3,0.097,13.32,,9.26,,7.2,3.0,0.25,0.13,4.9,0.7,6.51,0.2,71.3,,0.79,0.04,4.0,0.033,0.1,0.3,2.9,32.0,,20.36,1.84,284.0,5.6,270.0,50.0,29.0,13.0,630.0,4.3,300.0,170.0,3.6,657.0,2.01,367.7,1.2,0.44,1.68,62.5,15.2,41.8,0.63,49.49,3.98,2.09,1.43,4.84,3.4,5.0,186.0,0.72,0.11,36.5,12.3,0.3,0.43,707.0,2.34,0.009,0.82,33.6,37.3,0.097,13.32,9.26,7.2,0.25,4.9,0.7,6.51,71.3,0.79,4.0,0.033,0.1,0.3,2.9,32.0,20.36,1.84,284.0,5.6,POINT (-65.7638282 54.3668578)
2793,2794,023I783325,023I,54.3706532,-65.6699676,114.0,36.0,4.0,24.0,9.0,0.2,420.0,3.0,2.0,,290.0,24.8,90.0,1.8,Routine,023I,54.37055,-65.67073,294.0,1.41,3.8,1.0,,149.7,0.6,0.07,0.22,0.65,54.8,10.4,38.1,0.55,38.56,3.01,1.68,1.02,3.38,3.2,4.42,,0.03,122.0,0.58,,0.11,34.3,11.1,0.22,0.41,443.0,1.86,0.007,0.72,30.0,34.4,0.087,8.34,,8.02,,7.6,,0.26,0.15,3.1,0.3,5.43,0.2,18.0,,0.56,0.04,1.6,0.029,0.08,0.24,1.5,27.0,,16.32,1.52,132.0,1.5,114.0,36.0,24.0,9.0,420.0,3.0,290.0,90.0,1.8,294.0,1.41,149.7,0.6,0.22,0.65,54.8,10.4,38.1,0.55,38.56,3.01,1.68,1.02,3.38,3.2,4.42,122.0,0.58,0.11,34.3,11.1,0.22,0.41,443.0,1.86,0.007,0.72,30.0,34.4,0.087,8.34,8.02,7.6,0.26,3.1,0.3,5.43,18.0,0.56,1.6,0.029,0.08,0.24,1.5,27.0,16.32,1.52,132.0,1.5,POINT (-65.6699676 54.3706532)
2794,2795,023I783326,023I,54.3718569,-65.6418354,126.0,20.0,4.0,22.0,10.0,,410.0,5.0,7.0,,380.0,28.2,80.0,2.2,Routine,023I,54.37175,-65.6426,117.0,1.26,14.1,0.8,,124.3,0.4,0.07,0.22,0.8,47.5,12.6,38.4,0.63,21.74,1.91,1.11,0.71,5.67,3.5,2.66,,0.17,91.0,0.38,,0.1,24.5,9.7,0.15,0.48,456.0,1.81,0.005,0.9,22.67,31.0,0.106,9.3,,6.13,,7.7,1.0,0.17,0.16,2.8,0.2,3.28,0.3,13.0,,0.38,,4.7,0.035,0.08,0.14,1.6,30.0,,9.06,0.89,137.8,8.2,126.0,20.0,22.0,10.0,410.0,5.0,380.0,80.0,2.2,117.0,1.26,124.3,0.4,0.22,0.8,47.5,12.6,38.4,0.63,21.74,1.91,1.11,0.71,5.67,3.5,2.66,91.0,0.38,0.1,24.5,9.7,0.15,0.48,456.0,1.81,0.005,0.9,22.67,31.0,0.106,9.3,6.13,7.7,0.17,2.8,0.2,3.28,13.0,0.38,4.7,0.035,0.08,0.14,1.6,30.0,9.06,0.89,137.8,8.2,POINT (-65.6418354 54.3718569)
2795,2796,023I783327,023I,54.3663839,-65.625256,128.0,16.0,4.0,18.0,12.0,,1500.0,5.3,7.0,,370.0,22.4,70.0,3.1,First Field Duplicate,023I,54.36628,-65.62602,77.0,1.13,12.3,2.0,,143.0,0.9,0.06,0.49,0.86,38.9,15.2,34.8,0.6,17.31,1.55,0.69,0.52,6.27,3.4,2.06,,0.22,67.0,0.23,0.02,0.13,19.2,10.0,0.08,0.48,1563.0,1.07,0.007,0.89,16.38,28.3,0.109,7.88,,4.79,,7.9,1.0,0.15,0.15,2.5,,2.79,0.2,18.8,,0.26,,4.7,0.039,0.09,0.1,2.4,28.0,,6.39,0.68,137.9,8.1,128.0,16.0,18.0,12.0,1500.0,5.3,370.0,70.0,3.1,77.0,1.13,143.0,0.9,0.49,0.86,38.9,15.2,34.8,0.6,17.31,1.55,0.69,0.52,6.27,3.4,2.06,67.0,0.23,0.13,19.2,10.0,0.08,0.48,1563.0,1.07,0.007,0.89,16.38,28.3,0.109,7.88,4.79,7.9,0.15,2.5,1.0247280746848129,2.79,18.8,0.26,4.7,0.039,0.09,0.1,2.4,28.0,6.39,0.68,137.9,8.1,POINT (-65.625256 54.3663839)
