,Unnamed: 0,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr,Imputed Old Zn,Imputed Old Cu,Imputed Old Ni,Imputed Old Co,Imputed Old Mn,Imputed Old Fe,Imputed Old F,Imputed Old Hg,Imputed Old U,Imputed New Ag,Imputed New Al,Imputed New Ba,Imputed New Be,Imputed New Ca,Imputed New Cd,Imputed New Ce,Imputed New Co,Imputed New Cr,Imputed New Cs,Imputed New Cu,Imputed New Dy,Imputed New Er,Imputed New Eu,Imputed New Fe,Imputed New Ga,Imputed New Gd,Imputed New Hg,Imputed New Ho,Imputed New K,Imputed New La,Imputed New Li,Imputed New Lu,Imputed New Mg,Imputed New Mn,Imputed New Mo,Imputed New Na,Imputed New Nb,Imputed New Nd,Imputed New Ni,Imputed New P,Imputed New Pb,Imputed New Pr,Imputed New Rb,Imputed New S,Imputed New Sc,Imputed New Se,Imputed New Sm,Imputed New Sr,Imputed New Tb,Imputed New Th,Imputed New Ti,Imputed New Tl,Imputed New Tm,Imputed New U,Imputed New V,Imputed New Y,Imputed New Yb,Imputed New Zn,Imputed New Zr,geometry
2752,2753,023I783258,023I,54.5335105,-65.036301,58.0,16.0,2.0,14.0,6.0,,110.0,1.4,,,75.0,31.2,70.0,0.5,Routine,023I,54.53342,-65.0371,105.0,1.08,0.5,1.6,,85.8,0.2,,0.31,0.3,43.1,6.2,31.1,0.21,21.4,1.62,0.71,0.75,1.51,2.1,2.14,,,215.0,0.29,,0.05,21.6,3.1,0.1,0.17,145.0,1.53,0.008,0.4,21.62,21.6,0.103,1.57,,5.62,,3.8,5.0,0.29,0.05,2.0,0.5,3.81,0.1,30.1,,0.31,,0.2,0.032,0.09,0.07,0.4,33.0,,7.71,0.64,78.3,0.2,58.0,16.0,14.0,6.0,110.0,1.4,75.0,70.0,0.5,105.0,1.08,85.8,0.2,0.31,0.3,43.1,6.2,31.1,0.21,21.4,1.62,0.71,0.75,1.51,2.1,2.14,215.0,0.29,0.05,21.6,3.1,0.1,0.17,145.0,1.53,0.008,0.4,21.62,21.6,0.103,1.57,5.62,3.8,0.29,2.0,0.5,3.81,30.1,0.31,0.2,0.032,0.09,0.07,0.4,33.0,7.71,0.64,78.3,0.2,POINT (-65.036301 54.5335105)
2753,2754,023I783259,023I,54.5605878,-65.039399,42.0,10.0,,12.0,6.0,,65.0,0.9,,2.0,155.0,30.4,60.0,0.6,Routine,023I,54.5605,-65.0402,43.0,0.73,,3.1,,67.3,0.2,,0.38,0.16,28.1,4.5,28.5,0.24,12.1,1.28,0.55,0.48,0.76,2.0,2.04,,,152.0,0.19,,0.05,14.6,4.2,0.07,0.21,76.0,1.67,0.009,0.49,14.99,17.2,0.06,2.41,,3.88,,4.2,3.0,0.34,0.04,1.8,0.3,2.63,0.1,39.4,,0.24,,0.2,0.032,0.05,0.08,0.5,18.0,,5.34,0.46,51.6,0.7,42.0,10.0,12.0,6.0,65.0,0.9,155.0,60.0,0.6,43.0,0.73,67.3,0.2,0.38,0.16,28.1,4.5,28.5,0.24,12.1,1.28,0.55,0.48,0.76,2.0,2.04,152.0,0.19,0.05,14.6,4.2,0.07,0.21,76.0,1.67,0.009,0.49,14.99,17.2,0.06,2.41,3.88,4.2,0.34,1.8,0.3,2.63,39.4,0.24,0.2,0.032,0.05,0.08,0.5,18.0,5.34,0.46,51.6,0.7,POINT (-65.039399 54.5605878)
2754,2755,023I783260,023I,54.6083811,-64.9925123,42.0,10.0,2.0,12.0,6.0,,110.0,0.6,,,80.0,36.8,60.0,0.3,Routine,023I,54.60829,-64.99332,58.0,0.55,0.4,,,73.5,0.3,,0.4,0.24,33.4,5.4,18.8,0.13,13.2,1.24,0.56,0.55,0.53,1.2,2.06,,,124.0,0.19,,0.03,16.5,1.9,0.06,0.12,134.0,1.43,0.007,0.27,15.42,15.9,0.065,1.95,,4.04,,1.9,1.0,0.42,0.04,0.8,0.4,2.38,0.1,34.3,,0.24,,,0.013,0.05,0.07,0.3,14.0,,5.32,0.42,51.9,0.2,42.0,10.0,12.0,6.0,110.0,0.6,80.0,60.0,0.3,58.0,0.55,73.5,0.3,0.4,0.24,33.4,5.4,18.8,0.13,13.2,1.24,0.56,0.55,0.53,1.2,2.06,124.0,0.19,0.03,16.5,1.9,0.06,0.12,134.0,1.43,0.007,0.27,15.42,15.9,0.065,1.95,4.04,1.9,0.42,0.8,0.4,2.38,34.3,0.24,0.38906115548308756,0.013,0.05,0.07,0.3,14.0,5.32,0.42,51.9,0.2,POINT (-64.9925123 54.6083811)
2755,2756,023I783263,023I,54.6156545,-64.8815693,86.0,22.0,,18.0,27.0,,280.0,5.0,1.0,2.0,400.0,12.0,70.0,0.9,Routine,023I,54.61557,-64.88238,92.0,1.61,1.8,,,134.0,0.6,0.02,0.45,0.32,65.8,27.1,45.4,0.35,24.45,2.29,0.97,1.03,4.84,4.2,3.7,,0.05,70.0,0.42,,0.19,35.0,8.3,0.13,0.49,301.0,1.41,0.026,1.2,34.18,26.0,0.187,3.91,,8.59,,10.8,,0.09,0.1,4.4,0.2,5.35,0.3,28.2,,0.45,,3.0,0.093,0.12,0.14,0.7,55.0,,10.78,0.95,95.6,2.6,86.0,22.0,18.0,27.0,280.0,5.0,400.0,70.0,0.9,92.0,1.61,134.0,0.6,0.45,0.32,65.8,27.1,45.4,0.35,24.45,2.29,0.97,1.03,4.84,4.2,3.7,70.0,0.42,0.19,35.0,8.3,0.13,0.49,301.0,1.41,0.026,1.2,34.18,26.0,0.187,3.91,8.59,10.8,0.09,4.4,0.2,5.35,28.2,0.45,3.0,0.093,0.12,0.14,0.7,55.0,10.78,0.95,95.6,2.6,POINT (-64.8815693 54.6156545)
2756,2757,023I783264,023I,54.60099,-64.8631651,92.0,8.0,,10.0,12.0,,185.0,1.9,,,275.0,29.4,70.0,0.4,First Field Duplicate,023I,54.60091,-64.86398,81.0,1.08,0.6,,,110.8,0.3,,0.35,0.46,54.7,12.1,24.0,0.22,10.5,1.8,0.75,0.78,1.86,2.5,3.08,,,125.0,0.3,,0.05,26.4,4.2,0.11,0.2,212.0,0.85,0.016,0.68,24.96,15.5,0.157,2.52,,6.9,,3.7,,0.2,0.03,2.0,0.5,3.68,0.2,39.6,,0.37,,0.3,0.038,0.12,0.1,0.4,28.0,,8.65,0.66,102.2,0.4,92.0,8.0,10.0,12.0,185.0,1.9,275.0,70.0,0.4,81.0,1.08,110.8,0.3,0.35,0.46,54.7,12.1,24.0,0.22,10.5,1.8,0.75,0.78,1.86,2.5,3.08,125.0,0.3,0.05,26.4,4.2,0.11,0.2,212.0,0.85,0.016,0.68,24.96,15.5,0.157,2.52,6.9,3.7,0.2,2.0,0.5,3.68,39.6,0.37,0.3,0.038,0.12,0.1,0.4,28.0,8.65,0.66,102.2,0.4,POINT (-64.8631651 54.60099)
2757,2758,023I783267,023I,54.5999969,-64.7581973,116.0,22.0,,17.0,9.0,,120.0,1.9,,6.0,125.0,69.8,70.0,1.5,Routine,023I,54.59992,-64.75902,175.0,1.06,0.3,0.6,,47.4,0.6,,0.5,0.49,100.2,9.6,29.1,0.18,27.75,3.96,2.0,2.02,1.74,2.2,6.83,0.1,,128.0,0.69,,0.03,81.8,2.9,0.25,0.13,128.0,6.24,0.009,0.64,67.03,23.0,0.09,2.45,,19.41,,2.2,1.0,0.71,0.05,2.3,0.5,10.52,0.1,48.2,,0.91,,0.4,0.023,0.09,0.25,2.0,36.0,,19.86,1.66,132.0,0.4,116.0,22.0,17.0,9.0,120.0,1.9,125.0,70.0,1.5,175.0,1.06,47.4,0.6,0.5,0.49,100.2,9.6,29.1,0.18,27.75,3.96,2.0,2.02,1.74,2.2,6.83,128.0,0.69,0.03,81.8,2.9,0.25,0.13,128.0,6.24,0.009,0.64,67.03,23.0,0.09,2.45,19.41,2.2,0.71,2.3,0.5,10.52,48.2,0.91,0.4,0.023,0.09,0.25,2.0,36.0,19.86,1.66,132.0,0.4,POINT (-64.7581973 54.5999969)
2758,2759,023I783270,023I,54.6003652,-64.6327505,56.0,10.0,2.0,7.0,2.0,,40.0,0.65,,2.0,105.0,62.4,40.0,1.3,Routine,023I,54.60029,-64.63358,109.0,0.49,0.3,0.4,,51.6,0.1,0.07,0.38,0.27,45.6,3.5,17.5,0.21,15.95,2.16,0.92,1.03,0.59,1.6,4.08,0.1,,120.0,0.36,,0.03,53.5,3.1,0.13,0.12,47.0,2.79,0.008,0.4,45.93,9.7,0.04,3.93,,13.01,,2.5,,0.46,0.06,1.4,0.6,6.34,,36.1,,0.42,,0.3,0.021,0.05,0.12,1.6,19.0,,10.13,0.83,63.9,0.2,56.0,10.0,7.0,2.0,40.0,0.65,105.0,40.0,1.3,109.0,0.49,51.6,0.1,0.38,0.27,45.6,3.5,17.5,0.21,15.95,2.16,0.92,1.03,0.59,1.6,4.08,120.0,0.36,0.03,53.5,3.1,0.13,0.12,47.0,2.79,0.008,0.4,45.93,9.7,0.04,3.93,13.01,2.5,0.46,1.4,0.6,6.34,36.1,0.42,0.3,0.021,0.05,0.12,1.6,19.0,10.13,0.83,63.9,0.2,POINT (-64.6327505 54.6003652)
2759,2760,023I783272,023I,54.5795869,-64.596051,44.0,8.0,,7.0,2.0,,45.0,0.7,,,160.0,30.2,40.0,2.2,Routine,023I,54.57952,-64.59688,68.0,0.52,,0.6,,44.5,0.1,0.04,0.4,0.16,37.5,2.9,15.9,0.19,11.84,2.63,1.17,1.31,0.58,1.4,5.26,,,65.0,0.41,,0.05,61.6,4.5,0.15,0.15,50.0,1.08,0.009,0.61,61.56,8.8,0.043,2.55,,16.27,,3.6,2.0,0.44,0.02,2.0,0.5,8.04,,30.8,,0.54,,1.0,0.032,0.05,0.13,2.2,12.0,,11.44,0.92,49.2,0.4,44.0,8.0,7.0,2.0,45.0,0.7,160.0,40.0,2.2,68.0,0.52,44.5,0.1,0.4,0.16,37.5,2.9,15.9,0.19,11.84,2.63,1.17,1.31,0.58,1.4,5.26,65.0,0.41,0.05,61.6,4.5,0.15,0.15,50.0,1.08,0.009,0.61,61.56,8.8,0.043,2.55,16.27,3.6,0.44,2.0,0.5,8.04,30.8,0.54,1.0,0.032,0.05,0.13,2.2,12.0,11.44,0.92,49.2,0.4,POINT (-64.596051 54.5795869)
2760,2761,023I783273,023I,54.5693704,-64.6222128,38.0,12.0,,10.0,2.0,,10.0,0.2,,,,26.6,50.0,1.1,Routine,023I,54.5693,-64.62304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,12.0,10.0,2.0,10.0,0.2,66.363380872127,50.0,1.1,77.34831340527256,0.7203452313162552,60.75827664594183,0.35710033223904347,0.3430324089377191,0.2102865990723922,53.57568653108877,3.0381814241224716,12.003299107033456,0.13733845965762756,12.45662317760169,2.022221597949504,1.0492326953082307,0.656716238643069,0.38380552501173926,1.2704273467946645,2.9987345038521305,64.60228002018964,0.378651581947028,0.021436293003313223,33.603096679925834,1.954861761392272,0.12848226963763068,0.07648307196791586,31.067924395059684,2.1251787037966463,0.012201827866393603,0.42033586579539906,30.322085993989074,10.512034675251254,0.03994313815501778,1.644108400204252,8.176011844065112,1.6137593764570792,0.4118158767058761,1.1930326085158331,0.7398708542147444,4.463626248388565,26.54038682972334,0.37813806035708014,0.6351447046270113,0.01427958261062898,0.04728230817408851,0.14350647532974775,1.5675221495696436,12.598624620379931,10.06175990346731,0.8947763560605899,40.02706088992286,0.4870503397952734,POINT (-64.6222128 54.5693704)
2761,2762,023I783274,023I,54.5701402,-64.6837988,68.0,8.0,,8.0,3.0,,50.0,0.7,,2.0,100.0,21.6,50.0,1.6,Routine,023I,54.57007,-64.68463,108.0,0.55,0.1,0.4,,45.1,0.4,0.04,0.44,0.33,64.0,4.5,20.7,0.2,15.79,4.29,1.88,2.37,0.81,1.7,8.54,,,137.0,0.65,,0.04,84.9,3.6,0.23,0.16,73.0,3.02,0.011,0.51,80.32,13.0,0.076,4.55,,20.95,,3.1,2.0,0.55,0.05,2.7,0.7,12.27,,38.3,,0.79,,0.7,0.032,0.06,0.25,1.7,18.0,,19.34,1.26,84.1,0.2,68.0,8.0,8.0,3.0,50.0,0.7,100.0,50.0,1.6,108.0,0.55,45.1,0.4,0.44,0.33,64.0,4.5,20.7,0.2,15.79,4.29,1.88,2.37,0.81,1.7,8.54,137.0,0.65,0.04,84.9,3.6,0.23,0.16,73.0,3.02,0.011,0.51,80.32,13.0,0.076,4.55,20.95,3.1,0.55,2.7,0.7,12.27,38.3,0.79,0.7,0.032,0.06,0.25,1.7,18.0,19.34,1.26,84.1,0.2,POINT (-64.6837988 54.5701402)
2762,2763,023I783275,023I,54.5739589,-64.7425007,44.0,8.0,2.0,10.0,4.0,,70.0,1.1,,,190.0,16.6,60.0,0.7,Routine,023I,54.57388,-64.74333,64.0,0.95,0.5,1.0,,79.3,0.2,,0.34,0.17,60.4,4.5,22.8,0.18,12.15,1.65,0.84,1.01,1.12,2.6,3.3,,,74.0,0.3,,0.07,34.3,5.1,0.12,0.25,93.0,0.7,0.02,0.9,34.62,13.7,0.076,2.11,,9.26,,4.5,,0.14,0.02,2.0,0.4,4.63,0.2,26.7,,0.4,,0.7,0.059,0.06,0.11,0.6,28.0,,8.11,0.72,56.2,0.6,44.0,8.0,10.0,4.0,70.0,1.1,190.0,60.0,0.7,64.0,0.95,79.3,0.2,0.34,0.17,60.4,4.5,22.8,0.18,12.15,1.65,0.84,1.01,1.12,2.6,3.3,74.0,0.3,0.07,34.3,5.1,0.12,0.25,93.0,0.7,0.02,0.9,34.62,13.7,0.076,2.11,9.26,4.5,0.14,2.0,0.4,4.63,26.7,0.4,0.7,0.059,0.06,0.11,0.6,28.0,8.11,0.72,56.2,0.6,POINT (-64.7425007 54.5739589)
2763,2764,023I783276,023I,54.5684128,-64.7905771,68.0,10.0,,12.0,4.0,,80.0,1.4,,,95.0,41.0,70.0,0.7,Routine,023I,54.56834,-64.7914,84.0,1.05,,1.3,,77.7,0.2,,0.3,0.33,77.6,5.3,23.0,0.18,14.69,2.49,1.14,1.27,1.44,2.2,4.32,,,123.0,0.42,,0.03,44.0,2.6,0.15,0.13,96.0,1.54,0.006,0.6,40.98,17.3,0.05,2.57,,11.24,,2.5,1.0,0.26,0.05,1.7,0.5,6.12,0.1,35.0,,0.5,,0.3,0.024,0.07,0.14,0.7,33.0,,11.25,0.94,72.2,0.5,68.0,10.0,12.0,4.0,80.0,1.4,95.0,70.0,0.7,84.0,1.05,77.7,0.2,0.3,0.33,77.6,5.3,23.0,0.18,14.69,2.49,1.14,1.27,1.44,2.2,4.32,123.0,0.42,0.03,44.0,2.6,0.15,0.13,96.0,1.54,0.006,0.6,40.98,17.3,0.05,2.57,11.24,2.5,0.26,1.7,0.5,6.12,35.0,0.5,0.3,0.024,0.07,0.14,0.7,33.0,11.25,0.94,72.2,0.5,POINT (-64.7905771 54.5684128)
2764,2765,023I783279,023I,54.558428,-64.9644777,58.0,8.0,,10.0,4.0,,220.0,1.0,,,85.0,29.6,50.0,0.2,Routine,023I,54.55834,-64.96529,43.0,0.6,0.7,0.4,,94.5,0.2,,0.35,0.3,31.5,5.7,15.6,0.09,10.28,1.18,0.54,0.51,0.85,1.0,1.75,,,119.0,0.21,,0.03,15.1,2.1,0.06,0.13,240.0,0.74,0.01,0.28,15.27,13.0,0.088,1.78,,4.01,,1.7,1.0,0.24,0.03,1.2,0.3,2.55,,43.5,,0.22,,0.1,0.016,0.05,0.09,0.2,11.0,,5.57,0.46,54.1,0.1,58.0,8.0,10.0,4.0,220.0,1.0,85.0,50.0,0.2,43.0,0.6,94.5,0.2,0.35,0.3,31.5,5.7,15.6,0.09,10.28,1.18,0.54,0.51,0.85,1.0,1.75,119.0,0.21,0.03,15.1,2.1,0.06,0.13,240.0,0.74,0.01,0.28,15.27,13.0,0.088,1.78,4.01,1.7,0.24,1.2,0.3,2.55,43.5,0.22,0.1,0.016,0.05,0.09,0.2,11.0,5.57,0.46,54.1,0.1,POINT (-64.9644777 54.558428)
2765,2766,023I783280,023I,54.5401274,-64.9842679,56.0,12.0,2.0,14.0,7.0,,130.0,1.1,,,120.0,31.6,60.0,0.4,Routine,023I,54.54004,-64.98508,54.0,0.73,0.9,1.1,,89.5,0.2,,0.38,0.31,34.6,8.7,25.9,0.22,16.72,1.28,0.57,0.57,1.07,1.9,2.21,,,127.0,0.23,,0.06,18.6,4.0,0.07,0.24,157.0,0.92,0.01,0.51,16.78,22.0,0.058,2.22,,4.52,,4.3,1.0,0.38,0.03,2.1,0.3,2.73,0.1,34.4,,0.25,,0.5,0.034,0.07,0.08,0.3,18.0,,5.72,0.5,64.0,0.9,56.0,12.0,14.0,7.0,130.0,1.1,120.0,60.0,0.4,54.0,0.73,89.5,0.2,0.38,0.31,34.6,8.7,25.9,0.22,16.72,1.28,0.57,0.57,1.07,1.9,2.21,127.0,0.23,0.06,18.6,4.0,0.07,0.24,157.0,0.92,0.01,0.51,16.78,22.0,0.058,2.22,4.52,4.3,0.38,2.1,0.3,2.73,34.4,0.25,0.5,0.034,0.07,0.08,0.3,18.0,5.72,0.5,64.0,0.9,POINT (-64.9842679 54.5401274)
2766,2767,023I783282,023I,54.5366468,-64.9185244,54.0,12.0,2.0,14.0,4.0,,120.0,1.1,,,145.0,37.0,70.0,0.5,Routine,023I,54.53657,-64.91934,60.0,0.72,0.2,1.0,,75.2,0.2,,0.44,0.31,46.7,5.4,26.7,0.18,13.65,1.6,0.75,0.76,0.86,1.7,2.58,,,104.0,0.28,,0.04,24.3,3.1,0.1,0.18,112.0,1.77,0.009,0.43,23.11,17.7,0.075,2.51,,6.13,,2.9,2.0,0.26,0.03,1.4,0.5,3.87,0.2,44.1,,0.33,0.03,0.2,0.026,0.06,0.1,0.5,19.0,0.1,7.37,0.59,59.1,0.4,54.0,12.0,14.0,4.0,120.0,1.1,145.0,70.0,0.5,60.0,0.72,75.2,0.2,0.44,0.31,46.7,5.4,26.7,0.18,13.65,1.6,0.75,0.76,0.86,1.7,2.58,104.0,0.28,0.04,24.3,3.1,0.1,0.18,112.0,1.77,0.009,0.43,23.11,17.7,0.075,2.51,6.13,2.9,0.26,1.4,0.5,3.87,44.1,0.33,0.2,0.026,0.06,0.1,0.5,19.0,7.37,0.59,59.1,0.4,POINT (-64.9185244 54.5366468)
2767,2768,023I783283,023I,54.5345473,-64.8746655,84.0,14.0,,13.0,9.0,,240.0,8.8,,,165.0,43.2,60.0,0.8,Routine,023I,54.53447,-64.87548,82.0,0.93,0.5,0.6,,136.1,0.3,0.05,0.29,0.37,54.2,10.4,42.2,0.34,17.77,1.92,1.0,0.81,7.75,2.5,2.7,0.1,0.03,67.0,0.32,0.02,0.07,26.0,4.8,0.13,0.27,233.0,2.6,0.008,0.94,26.53,18.9,0.207,3.96,,6.82,,6.2,,0.26,0.08,3.4,0.7,3.87,0.2,27.5,,0.42,,2.0,0.05,0.09,0.12,0.6,82.0,0.1,9.44,0.81,91.1,2.2,84.0,14.0,13.0,9.0,240.0,8.8,165.0,60.0,0.8,82.0,0.93,136.1,0.3,0.29,0.37,54.2,10.4,42.2,0.34,17.77,1.92,1.0,0.81,7.75,2.5,2.7,67.0,0.32,0.07,26.0,4.8,0.13,0.27,233.0,2.6,0.008,0.94,26.53,18.9,0.207,3.96,6.82,6.2,0.26,3.4,0.7,3.87,27.5,0.42,2.0,0.05,0.09,0.12,0.6,82.0,9.44,0.81,91.1,2.2,POINT (-64.8746655 54.5345473)
2768,2769,023I783284,023I,54.5286898,-64.8831446,60.0,6.0,,8.0,6.0,,230.0,3.8,,,40.0,77.4,60.0,0.2,First Field Duplicate,023I,54.52861,-64.88396,31.0,0.44,2.1,,,76.2,,,0.41,0.34,17.3,7.0,16.4,0.12,8.85,0.65,0.32,0.24,3.24,1.0,0.84,,,75.0,0.12,,0.02,7.6,1.1,0.05,0.09,218.0,1.25,0.004,0.27,8.03,10.9,0.118,1.81,,2.05,,1.3,2.0,0.2,0.05,1.0,0.7,1.39,,37.3,,0.11,,0.2,0.013,0.05,0.05,0.1,16.0,,3.29,0.35,67.8,0.6,60.0,6.0,8.0,6.0,230.0,3.8,40.0,60.0,0.2,31.0,0.44,76.2,0.21544910829236893,0.41,0.34,17.3,7.0,16.4,0.12,8.85,0.65,0.32,0.24,3.24,1.0,0.84,75.0,0.12,0.02,7.6,1.1,0.05,0.09,218.0,1.25,0.004,0.27,8.03,10.9,0.118,1.81,2.05,1.3,0.2,1.0,0.7,1.39,37.3,0.11,0.2,0.013,0.05,0.05,0.1,16.0,3.29,0.35,67.8,0.6,POINT (-64.8831446 54.5286898)
2769,2770,023I783287,023I,54.5375726,-64.7555887,44.0,6.0,,10.0,2.0,,85.0,0.85,,,115.0,24.6,60.0,0.4,Routine,023I,54.5375,-64.75641,45.0,0.77,,0.3,,83.5,0.1,,0.24,0.2,47.5,3.1,15.9,0.29,8.35,1.23,0.45,0.6,0.66,2.0,1.89,,,114.0,0.18,,0.05,23.9,4.3,0.05,0.15,88.0,0.62,0.006,0.48,23.37,11.2,0.044,2.11,,6.15,,4.9,,0.18,,1.2,0.4,3.13,0.2,25.3,,0.26,,0.2,0.028,0.05,0.06,0.5,12.0,,4.85,0.43,47.4,0.3,44.0,6.0,10.0,2.0,85.0,0.85,115.0,60.0,0.4,45.0,0.77,83.5,0.1,0.24,0.2,47.5,3.1,15.9,0.29,8.35,1.23,0.45,0.6,0.66,2.0,1.89,114.0,0.18,0.05,23.9,4.3,0.05,0.15,88.0,0.62,0.006,0.48,23.37,11.2,0.044,2.11,6.15,4.9,0.18,1.2,0.4,3.13,25.3,0.26,0.2,0.028,0.05,0.06,0.5,12.0,4.85,0.43,47.4,0.3,POINT (-64.7555887 54.5375726)
2770,2771,023I783288,023I,54.5515674,-64.6930225,58.0,14.0,2.0,14.0,5.0,,75.0,1.1,,,110.0,39.2,90.0,0.8,Routine,023I,54.5515,-64.69385,123.0,0.98,,1.3,,63.7,0.4,,0.39,0.33,79.9,5.6,19.2,0.17,17.69,2.74,1.2,1.53,0.94,2.1,4.07,,,125.0,0.43,,0.03,46.1,3.5,0.11,0.12,83.0,1.45,0.007,0.6,51.52,18.6,0.079,2.17,,13.33,,2.5,,0.32,0.04,1.7,0.7,7.42,0.1,41.0,,0.57,0.03,0.3,0.025,0.08,0.17,0.9,23.0,0.1,10.98,1.06,68.1,0.4,58.0,14.0,14.0,5.0,75.0,1.1,110.0,90.0,0.8,123.0,0.98,63.7,0.4,0.39,0.33,79.9,5.6,19.2,0.17,17.69,2.74,1.2,1.53,0.94,2.1,4.07,125.0,0.43,0.03,46.1,3.5,0.11,0.12,83.0,1.45,0.007,0.6,51.52,18.6,0.079,2.17,13.33,2.5,0.32,1.7,0.7,7.42,41.0,0.57,0.3,0.025,0.08,0.17,0.9,23.0,10.98,1.06,68.1,0.4,POINT (-64.6930225 54.5515674)
2771,2772,023I783289,023I,54.5523855,-64.6433259,58.0,12.0,2.0,12.0,3.0,,70.0,0.35,,,90.0,37.8,50.0,1.1,Routine,023I,54.55232,-64.64416,128.0,0.83,,0.3,,56.0,1.0,,0.43,0.27,89.8,4.0,14.5,0.1,16.31,3.76,1.57,1.68,0.26,1.4,6.09,,,156.0,0.6,,0.02,51.1,2.1,0.18,0.08,75.0,1.17,0.007,0.41,60.97,13.3,0.057,1.96,,15.57,,1.3,,0.3,0.03,0.7,0.5,9.65,,39.6,,0.72,,,0.015,0.05,0.22,1.3,14.0,,14.56,1.25,67.4,0.1,58.0,12.0,12.0,3.0,70.0,0.35,90.0,50.0,1.1,128.0,0.83,56.0,1.0,0.43,0.27,89.8,4.0,14.5,0.1,16.31,3.76,1.57,1.68,0.26,1.4,6.09,156.0,0.6,0.02,51.1,2.1,0.18,0.08,75.0,1.17,0.007,0.41,60.97,13.3,0.057,1.96,15.57,1.3,0.3,0.7,0.5,9.65,39.6,0.72,0.501769085848331,0.015,0.05,0.22,1.3,14.0,14.56,1.25,67.4,0.1,POINT (-64.6433259 54.5523855)
2772,2773,023I783290,023I,54.5366403,-64.5953155,64.0,10.0,2.0,8.0,3.0,,70.0,0.7,,2.0,160.0,39.6,50.0,1.0,Routine,023I,54.53657,-64.59615,112.0,0.53,,1.4,,40.3,0.2,,0.39,0.26,33.6,3.9,17.3,0.25,10.86,1.0,0.5,0.57,0.54,1.8,1.88,,,36.0,0.17,,0.04,24.9,5.6,0.06,0.16,58.0,2.94,0.008,0.66,23.22,8.8,0.033,2.51,,6.11,,3.1,,0.52,0.04,1.0,0.3,3.4,0.1,26.7,,0.2,0.03,0.3,0.036,0.06,0.06,1.0,18.0,,4.76,0.45,67.8,0.3,64.0,10.0,8.0,3.0,70.0,0.7,160.0,50.0,1.0,112.0,0.53,40.3,0.2,0.39,0.26,33.6,3.9,17.3,0.25,10.86,1.0,0.5,0.57,0.54,1.8,1.88,36.0,0.17,0.04,24.9,5.6,0.06,0.16,58.0,2.94,0.008,0.66,23.22,8.8,0.033,2.51,6.11,3.1,0.52,1.0,0.3,3.4,26.7,0.2,0.3,0.036,0.06,0.06,1.0,18.0,4.76,0.45,67.8,0.3,POINT (-64.5953155 54.5366403)
2773,2774,023I783291,023I,54.5206715,-64.5874764,44.0,12.0,2.0,11.0,,,25.0,0.55,,4.0,80.0,30.2,40.0,4.6,Routine,023I,54.52061,-64.58831,69.0,0.39,,0.7,,44.6,0.1,,0.31,0.21,35.9,2.0,18.8,0.12,13.94,1.77,0.72,0.78,0.4,0.8,3.37,0.1,,85.0,0.25,,0.04,38.3,2.1,0.1,0.09,26.0,4.38,0.007,0.3,40.16,12.3,0.018,1.53,,10.76,,2.4,2.0,0.58,0.03,1.9,0.6,5.6,,21.9,,0.36,,1.0,0.019,0.04,0.09,5.0,8.0,,7.48,0.65,47.0,0.5,44.0,12.0,11.0,3.580524465086111,25.0,0.55,80.0,40.0,4.6,69.0,0.39,44.6,0.1,0.31,0.21,35.9,2.0,18.8,0.12,13.94,1.77,0.72,0.78,0.4,0.8,3.37,85.0,0.25,0.04,38.3,2.1,0.1,0.09,26.0,4.38,0.007,0.3,40.16,12.3,0.018,1.53,10.76,2.4,0.58,1.9,0.6,5.6,21.9,0.36,1.0,0.019,0.04,0.09,5.0,8.0,7.48,0.65,47.0,0.5,POINT (-64.5874764 54.5206715)
