,Unique ID,NTS Sheet,Latitude_NAD83,Longitude_NAD83,Old Zn,Old Cu,Old Pb,Old Ni,Old Co,Old Ag,Old Mn,Old Fe,Old As,Old Mo,Old F,LOI,Old Hg,Old U,Sample Type,NTS,Latitude (NAD 27),Longitude (NAD 27),New Ag,New Al,New As,New Au,New B,New Ba,New Be,New Bi,New Ca,New Cd,New Ce,New Co,New Cr,New Cs,New Cu,New Dy,New Er,New Eu,New Fe,New Ga,New Gd,New Ge,New Hf,New Hg,New Ho,New In,New K,New La,New Li,New Lu,New Mg,New Mn,New Mo,New Na,New Nb,New Nd,New Ni,New P,New Pb,New Pd,New Pr,New Pt,New Rb,New Re,New S,New Sb,New Sc,New Se,New Sm,New Sn,New Sr,New Ta,New Tb,New Te,New Th,New Ti,New Tl,New Tm,New U,New V,New W,New Y,New Yb,New Zn,New Zr
1823,014D781469,014D,56.9156452,-63.2802503,62.0,20.0,,12.0,5.0,0.2,80.0,1.1,,,295.0,4.8,30.0,1.1,Routine,014D,56.91552,-63.28114,19.0,0.77,,,,68.1,0.2,,0.19,0.14,53.5,5.2,17.3,0.3,18.88,1.88,0.87,0.56,1.06,3.0,2.71,,,16.0,0.33,,0.1,30.6,8.0,0.12,0.32,81.0,0.4,0.02,1.01,25.99,14.6,0.042,1.96,,7.23,,8.4,,0.11,,2.7,0.2,3.91,0.2,10.6,,0.32,,2.1,0.067,0.07,0.11,0.5,28.0,,8.93,0.78,55.6,0.2
1824,014D781470,014D,56.8837511,-63.281161,166.0,96.0,6.0,46.0,11.0,,160.0,2.2,,2.0,430.0,13,50.0,2.6,Routine,014D,56.88363,-63.28205,175.0,2.17,,30.4,,314.0,0.7,0.04,0.33,0.43,114.9,10.6,41.5,0.72,91.41,4.27,2.28,1.23,2.17,7.9,6.38,,0.03,56.0,0.78,0.03,0.22,64.2,19.1,0.35,0.84,167.0,1.86,0.02,2.0,54.9,54.4,0.079,7.59,,15.04,,25.3,2.0,0.13,,8.9,0.6,8.62,0.6,17.1,,0.74,0.02,5.0,0.117,0.22,0.29,1.8,59.0,0.3,22.5,2.1,160.8,0.8
1825,014D781471,014D,56.8807045,-63.3009438,160.0,76.0,5.0,48.0,12.0,,180.0,3.05,,3.0,460.0,12,10.0,2.1,Routine,014D,56.88058,-63.30183,126.0,1.74,,2.6,,104.0,0.6,0.04,0.31,0.26,100.1,11.9,39.8,0.61,70.61,4.2,2.27,1.18,2.84,6.4,5.8,,0.02,44.0,0.81,0.02,0.2,55.0,14.2,0.32,0.73,175.0,2.62,0.027,2.08,48.41,53.0,0.074,5.45,,13.72,,20.4,,0.31,,7.9,0.7,8.09,0.5,15.8,,0.69,,4.2,0.108,0.17,0.31,1.5,58.0,0.2,21.06,1.98,146.3,1.1
1826,014D781472,014D,56.8637804,-63.2966751,194.0,142.0,10.0,84.0,18.0,,220.0,3.7,,3.0,405.0,13.2,60.0,2.5,Routine,014D,56.86366,-63.29756,265.0,2.49,0.2,1.7,,158.5,0.6,0.04,0.25,0.45,100.2,17.6,44.6,0.59,129.02,4.02,2.25,1.47,3.47,7.8,5.46,,0.03,89.0,0.73,0.03,0.19,56.0,16.4,0.35,0.8,226.0,3.67,0.017,1.77,49.62,85.8,0.161,11.65,,13.7,,22.2,,0.2,,10.0,0.9,7.7,0.6,15.4,,0.7,0.04,4.1,0.093,0.25,0.32,2.1,59.0,0.3,20.78,2.03,176.9,0.8
1827,014D781473,014D,56.8420987,-63.2748174,178.0,152.0,8.0,78.0,20.0,,160.0,3.1,,2.0,530.0,8.8,40.0,0.8,Routine,014D,56.84198,-63.2757,125.0,1.88,,2.5,,174.2,0.4,0.05,0.47,0.3,99.9,21.6,41.2,0.63,153.34,3.82,1.91,1.18,2.94,7.2,5.29,,0.1,34.0,0.65,0.03,0.3,54.1,18.0,0.28,0.85,188.0,3.52,0.032,2.72,46.05,90.1,0.071,9.42,,12.37,2.0,29.0,4.0,1.1,,8.2,0.7,7.42,0.5,22.7,,0.65,0.05,8.2,0.136,0.24,0.26,2.0,56.0,0.1,17.41,1.61,173.2,4.5
1828,014D781474,014D,56.8273414,-63.3007957,66.0,26.0,2.0,13.0,6.0,,70.0,1.1,,,225.0,2.4,30.0,2.6,Routine,014D,56.82722,-63.30168,33.0,0.79,,1.1,,64.3,0.3,,0.24,0.19,40.4,6.5,17.3,0.27,29.38,1.84,0.85,0.45,1.01,3.0,2.35,,,23.0,0.32,,0.09,23.7,7.1,0.13,0.34,82.0,0.52,0.02,1.04,21.79,17.3,0.051,2.35,,5.83,,8.3,1.0,0.14,,3.6,0.2,3.6,0.2,10.3,,0.32,,2.8,0.064,0.09,0.12,0.5,24.0,,9.21,0.84,72.7,0.5
1829,014D781475,014D,56.7873219,-63.314062,48.0,24.0,2.0,10.0,6.0,,160.0,1.4,,,245.0,2,30.0,1.3,Routine,014D,56.7872,-63.31495,44.0,0.99,,0.6,,62.2,0.3,,0.25,0.07,63.2,6.7,20.6,0.38,27.07,2.15,0.94,0.72,1.42,3.3,3.05,,,34.0,0.35,,0.12,28.4,8.3,0.12,0.33,176.0,0.52,0.017,1.21,28.49,14.9,0.1,2.63,,7.61,,11.7,,0.04,,3.2,0.2,4.69,0.3,10.1,,0.37,,3.2,0.07,0.08,0.12,0.8,33.0,0.1,9.19,0.8,48.6,0.5
1830,014D781476,014D,56.7450197,-63.3595383,118.0,62.0,5.0,25.0,12.0,,210.0,2.8,,,265.0,14.4,50.0,3.2,Routine,014D,56.7449,-63.36042,168.0,2.1,,1.3,,153.7,0.8,0.05,0.3,0.21,179.0,12.3,43.4,1.02,64.16,4.53,2.06,1.51,2.59,7.5,7.11,,0.08,50.0,0.8,0.02,0.27,93.7,16.3,0.29,0.74,220.0,1.12,0.017,3.93,73.56,30.1,0.07,6.86,,20.71,,31.2,,0.21,,7.4,0.7,10.7,0.6,14.8,,0.81,0.02,9.8,0.169,0.25,0.28,2.8,56.0,0.2,20.23,1.71,108.8,4.4
1831,014D781477,014D,56.7493661,-63.3064535,102.0,52.0,7.0,23.0,12.0,,180.0,2.6,,,215.0,15,60.0,2.4,Routine,014D,56.74925,-63.30734,140.0,2.54,,0.8,,197.1,0.6,0.05,0.34,0.33,207.2,12.2,46.1,0.86,53.81,5.1,2.51,1.6,2.57,8.7,7.43,,0.06,88.0,0.92,0.03,0.21,99.5,15.8,0.35,0.78,216.0,1.32,0.018,3.54,79.78,29.7,0.115,8.54,,22.48,,27.1,,0.14,,8.9,0.7,11.76,0.6,18.1,,0.89,,7.6,0.161,0.25,0.34,2.1,69.0,0.1,23.14,2.3,99.8,2.5
1832,014D781479,014D,56.7510344,-63.2281886,100.0,48.0,6.0,24.0,12.0,,190.0,3.3,,2.0,270.0,9.4,60.0,1.9,Routine,014D,56.75091,-63.22907,124.0,2.31,0.2,0.6,,158.6,0.6,0.04,0.26,0.25,179.6,12.3,46.5,0.68,47.67,5.24,2.69,1.45,3.15,8.2,7.34,,0.05,59.0,0.94,0.03,0.17,82.3,12.0,0.4,0.67,196.0,1.43,0.019,2.88,69.26,28.9,0.169,7.24,,19.73,,20.4,,0.08,,8.7,0.9,10.89,0.6,16.0,,0.92,0.03,7.7,0.142,0.21,0.38,1.5,74.0,0.1,24.18,2.5,100.8,1.8
1833,014D781480,014D,56.7944601,-63.2696735,116.0,40.0,4.0,20.0,10.0,,160.0,2.2,,,468.0,9.4,60.0,1.5,Routine,014D,56.79434,-63.27056,128.0,1.62,,0.5,,119.8,0.7,0.02,0.4,0.39,120.3,11.6,33.8,0.48,44.35,5.25,2.67,1.53,2.21,6.0,7.53,,,64.0,0.96,0.03,0.11,62.5,10.1,0.43,0.59,166.0,1.56,0.03,1.95,63.28,27.1,0.135,5.34,,16.76,,12.0,,0.11,,7.1,0.6,10.56,0.4,21.0,,0.91,,3.0,0.092,0.18,0.34,1.1,51.0,0.1,24.63,2.7,118.6,0.9
1834,014D781482,014D,56.8193306,-63.2322053,90.0,38.0,2.0,32.0,11.0,,70.0,1.1,,,340.0,2.8,40.0,1.1,Routine,014D,56.81921,-63.23309,42.0,0.91,0.2,0.7,,95.4,0.4,,0.28,0.21,67.6,10.6,19.7,0.28,36.27,2.61,1.3,0.74,1.02,3.3,4.03,,0.02,32.0,0.47,,0.11,36.1,7.2,0.19,0.32,75.0,0.6,0.02,1.06,33.56,39.7,0.06,2.6,,8.93,,9.5,2.0,0.29,,3.8,0.1,5.58,0.3,12.9,,0.46,,3.8,0.062,0.1,0.16,0.7,26.0,,11.97,1.11,91.4,0.7
1835,014D781483,014D,56.8314395,-63.2127133,100.0,66.0,3.0,36.0,8.0,,100.0,1.7,,2.0,235.0,15.8,60.0,1.6,Routine,014D,56.83132,-63.2136,112.0,1.8,0.2,1.4,,122.7,0.5,0.03,0.29,0.49,144.3,8.1,33.3,0.41,67.2,4.68,2.28,1.35,1.72,4.9,6.13,,0.02,67.0,0.75,,0.13,68.0,8.8,0.31,0.39,101.0,1.53,0.024,1.86,58.67,43.1,0.069,4.16,,16.05,,13.4,,0.19,,5.4,0.7,8.92,0.3,16.9,,0.77,0.03,2.7,0.077,0.17,0.31,1.4,52.0,0.1,20.34,2.04,106.5,1.4
1836,014D781484,014D,56.856896,-63.1926543,110.0,64.0,2.0,26.0,10.0,,90.0,1.8,,2.0,230.0,16,70.0,1.6,Routine,014D,56.85678,-63.19354,113.0,1.52,,0.8,,150.6,0.4,,0.33,0.48,124.9,9.1,28.4,0.35,66.13,5.7,2.83,1.6,1.23,4.1,7.7,,0.02,61.0,1.07,,0.09,66.8,7.4,0.42,0.38,97.0,1.48,0.025,1.29,65.62,32.4,0.049,3.5,,18.12,,9.7,,0.2,,8.3,0.5,10.62,0.3,18.7,,0.93,0.02,3.4,0.063,0.18,0.4,1.3,40.0,0.1,25.31,2.73,113.7,1.0
1837,014D781485,014D,56.8628511,-63.1686244,68.0,24.0,2.0,17.0,7.0,,100.0,1.7,,,340.0,8.6,50.0,1.0,Routine,014D,56.86273,-63.16952,41.0,1.21,0.4,2.5,,114.8,0.2,0.02,0.35,0.14,73.4,7.3,32.8,0.37,24.46,3.22,1.7,0.88,1.55,5.0,4.31,,0.03,36.0,0.62,0.02,0.13,38.7,8.3,0.23,0.48,103.0,0.63,0.034,1.53,35.81,20.4,0.09,3.56,,9.49,,12.3,,0.11,,5.4,0.3,6.02,0.4,15.8,,0.56,0.02,3.6,0.088,0.11,0.24,0.6,44.0,0.1,15.93,1.47,70.5,1.1
1838,014D781486,014D,56.8898882,-63.2276187,98.0,44.0,2.0,24.0,11.0,,120.0,2.0,,2.0,365.0,9.4,40.0,1.2,Routine,014D,56.88977,-63.22851,79.0,1.39,0.2,0.6,,123.2,0.4,0.03,0.28,0.22,71.5,11.7,32.3,0.4,47.1,3.01,1.56,0.81,1.99,5.4,4.06,,0.02,27.0,0.54,0.02,0.13,38.7,10.7,0.2,0.6,130.0,1.49,0.021,1.61,34.21,32.6,0.06,4.23,,9.41,,12.6,,0.21,,6.0,0.6,5.52,0.4,12.7,,0.53,0.03,3.6,0.093,0.13,0.21,0.8,47.0,0.2,14.97,1.34,108.9,0.8
1839,014D781487,014D,56.8813926,-63.1480813,74.0,48.0,4.0,22.0,6.0,,80.0,3.0,,,270.0,19.4,60.0,1.2,Routine,014D,56.88127,-63.14897,117.0,1.85,,1.0,,105.8,0.5,0.03,0.22,0.37,144.3,6.5,34.3,0.36,48.18,4.83,2.56,1.47,1.99,4.4,6.63,,,65.0,0.9,,0.08,66.8,6.4,0.4,0.31,84.0,1.8,0.018,1.23,60.72,25.8,0.134,4.18,,16.61,,8.9,,0.19,,5.5,0.8,9.55,0.3,15.2,,0.77,0.03,1.7,0.053,0.09,0.35,0.9,52.0,0.1,23.14,2.33,70.5,0.6
1840,014D781488,014D,56.8854558,-63.1296188,140.0,40.0,2.0,18.0,6.0,,80.0,1.9,,3.0,280.0,14.2,70.0,1.1,First Field Duplicate,014D,56.88533,-63.13051,145.0,1.58,,1.3,,108.6,0.4,,0.28,0.53,152.6,5.8,28.2,0.3,40.65,8.22,4.35,1.4,1.83,4.2,10.61,,,58.0,1.44,0.03,0.08,85.3,8.3,0.65,0.3,92.0,1.91,0.025,1.12,77.88,21.3,0.092,3.39,,20.18,,9.0,1.0,0.15,,6.0,0.8,12.42,0.4,13.6,,1.32,,2.6,0.055,0.12,0.62,1.1,41.0,,39.41,3.92,131.5,0.6
1841,014D781490,014D,56.8570791,-63.0974136,106.0,42.0,3.0,23.0,10.0,,100.0,3.2,,3.0,255.0,18.6,40.0,1.0,Routine,014D,56.85696,-63.09831,133.0,1.84,0.2,1.1,,90.3,0.6,0.03,0.19,0.48,125.3,9.6,32.8,0.37,43.46,5.91,3.05,1.49,3.01,4.3,7.83,,,64.0,1.08,0.02,0.07,60.2,5.8,0.42,0.27,118.0,2.17,0.016,1.04,55.1,27.5,0.095,3.52,,14.95,,8.2,,0.21,,6.1,1.0,10.04,0.4,12.0,,0.98,0.03,1.6,0.049,0.13,0.46,1.0,52.0,0.1,29.08,2.88,108.9,0.5
1842,014D781491,014D,56.9024287,-63.0704895,96.0,26.0,2.0,11.0,10.0,,80.0,1.55,,,210.0,12.6,60.0,0.9,Routine,014D,56.90231,-63.07138,51.0,1.53,,3.9,,47.6,,0.03,0.48,0.36,59.7,9.9,18.4,0.22,27.34,5.88,3.78,1.56,1.55,3.7,7.93,,,55.0,1.24,,0.05,43.2,10.0,0.54,0.37,92.0,1.04,0.04,0.74,46.11,14.6,0.072,2.14,,11.75,,4.7,,0.32,,9.9,0.6,8.94,0.2,25.8,,1.01,,1.9,0.044,0.09,0.51,0.7,26.0,,32.14,3.53,93.6,0.4
1843,014D781492,014D,56.9268697,-63.0597082,42.0,12.0,2.0,8.0,5.0,,80.0,1.2,,,340.0,5.2,30.0,0.9,Routine,014D,56.92675,-63.06061,18.0,1.0,,1.2,,52.2,0.2,0.02,0.44,0.14,50.5,5.5,23.6,0.16,12.55,2.85,1.43,0.65,1.34,3.7,3.58,,,26.0,0.51,,0.07,25.1,5.7,0.16,0.32,92.0,0.7,0.045,0.84,25.06,11.1,0.129,2.47,,6.52,,5.6,,0.04,,4.0,0.2,4.63,0.3,16.4,,0.46,,2.8,0.059,0.05,0.18,0.4,41.0,,13.01,1.17,43.5,0.4
1844,014D781493,014D,56.9101128,-63.0441635,88.0,24.0,2.0,11.0,8.0,,120.0,2.3,,2.0,400.0,13.2,60.0,0.9,Routine,014D,56.90999,-63.04506,68.0,1.79,,1.1,,75.2,0.5,0.03,0.49,0.35,63.0,8.3,25.9,0.24,26.23,4.55,2.67,1.22,2.34,4.9,5.64,,,49.0,0.91,0.03,0.08,34.5,7.5,0.4,0.41,139.0,2.01,0.038,0.87,35.93,14.6,0.192,2.94,,9.14,,7.1,,0.1,,8.9,0.6,6.78,0.3,21.5,,0.77,,1.4,0.058,0.07,0.34,0.6,53.0,0.1,24.13,2.51,89.9,0.3
1845,014D781494,014D,56.8891545,-63.0430562,142.0,38.0,2.0,16.0,20.0,,620.0,7.1,,,320.0,8,70.0,1.7,Routine,014D,56.88903,-63.04395,167.0,1.91,,2.2,,133.9,0.5,0.04,0.28,0.6,79.8,25.4,31.1,0.43,39.93,4.71,2.73,1.11,9.2,5.1,5.97,,,49.0,0.94,0.02,0.14,42.2,9.7,0.36,0.4,1709.0,2.05,0.018,1.3,41.94,22.8,0.176,3.91,,11.22,,14.0,,0.08,,9.6,0.7,7.58,0.4,18.5,,0.82,,5.8,0.079,0.36,0.35,1.3,52.0,0.2,24.58,2.33,146.7,1.0
1846,014D781495,014D,56.8541798,-62.9981055,70.0,26.0,2.0,20.0,16.0,,140.0,3.7,,2.0,265.0,5.6,60.0,0.9,Routine,014D,56.85406,-62.999,58.0,1.49,,0.9,,61.9,0.4,0.02,0.17,0.27,76.7,15.8,32.5,0.26,26.78,3.9,2.06,0.71,3.81,4.8,5.25,,,23.0,0.73,0.02,0.09,35.3,8.5,0.25,0.37,190.0,1.65,0.025,1.1,36.03,25.0,0.125,2.96,,9.23,,8.9,,0.04,,5.7,0.5,6.32,0.4,10.1,,0.68,,2.9,0.069,0.1,0.27,0.5,54.0,0.1,18.46,1.77,70.9,0.4
1847,014D781496,014D,56.8583918,-62.9800502,80.0,76.0,2.0,44.0,14.0,,60.0,1.75,,3.0,310.0,9.2,70.0,1.5,Routine,014D,56.85827,-62.98094,98.0,2.61,,2.1,,57.3,0.9,0.03,0.25,0.76,85.0,14.7,33.8,0.28,95.6,5.14,2.95,1.16,1.83,3.7,7.03,,,56.0,1.03,0.02,0.1,36.7,9.7,0.35,0.32,86.0,2.46,0.021,1.07,39.15,68.6,0.132,2.88,,9.93,,9.4,3.0,0.18,,5.6,1.2,7.54,0.3,11.3,,0.9,0.03,1.9,0.054,0.09,0.36,1.1,44.0,0.1,25.24,2.34,104.4,0.3
1848,014D781498,014D,56.8729283,-62.95007,116.0,38.0,2.0,39.0,18.0,,100.0,3.8,,4.0,540.0,7.4,60.0,0.9,Routine,014D,56.87281,-62.95097,66.0,1.53,,1.2,,76.8,0.9,0.03,0.19,0.52,106.8,19.6,40.8,0.24,39.61,5.03,2.34,0.7,3.92,4.6,6.65,,,30.0,0.91,0.03,0.13,56.1,8.5,0.27,0.41,117.0,3.99,0.028,1.34,49.6,46.9,0.091,3.15,,13.66,,11.6,,0.35,,6.1,0.5,8.68,0.4,10.6,,0.82,,2.9,0.076,0.1,0.29,0.5,54.0,,21.79,1.8,117.3,0.5
1849,014D781499,014D,56.8894648,-62.9265616,54.0,38.0,4.0,30.0,11.0,0.2,20.0,0.85,,2.0,250.0,13.6,50.0,1.1,Routine,014D,56.88934,-62.92746,165.0,2.06,,0.9,,37.8,0.7,,0.09,0.22,136.9,9.6,22.0,0.14,38.36,11.39,5.06,1.67,0.75,2.8,16.98,,,37.0,2.01,0.02,0.05,105.9,4.7,0.55,0.18,30.0,2.01,0.009,0.63,112.39,37.5,0.045,2.22,,29.57,,5.3,,0.29,,4.7,1.1,19.82,0.2,4.8,,2.05,,0.7,0.032,0.06,0.64,0.4,22.0,,47.32,3.7,49.2,
1850,014D781500,014D,56.8594307,-62.9098942,178.0,68.0,3.0,90.0,34.0,,120.0,2.2,1.0,2.0,375.0,11.6,70.0,1.0,Routine,014D,56.85931,-62.91079,127.0,1.93,0.2,2.0,,75.0,1.7,0.02,0.19,2.38,167.9,38.8,38.5,0.28,77.28,8.0,3.8,1.33,2.4,3.3,10.71,,,62.0,1.4,,0.12,81.5,11.0,0.52,0.36,124.0,2.49,0.024,1.15,80.6,120.7,0.079,3.16,,21.82,,11.3,9.0,0.82,0.03,6.5,1.4,14.32,0.3,13.2,,1.35,,1.9,0.054,0.15,0.5,0.9,35.0,0.6,35.23,3.31,194.1,0.3
1851,014D781502,014D,56.8762928,-62.8597818,230.0,40.0,3.0,24.0,7.0,,100.0,2.7,,5.0,290.0,16.2,50.0,1.0,Routine,014D,56.87617,-62.86068,151.0,1.52,,1.0,,47.9,0.7,0.02,0.25,1.44,230.3,7.2,25.1,0.25,46.18,11.75,5.92,1.54,2.63,3.2,15.85,,,70.0,2.12,0.03,0.05,128.8,7.3,0.78,0.21,108.0,6.0,0.016,0.66,116.99,31.1,0.141,3.12,,31.87,,5.5,,0.19,,5.9,1.3,20.32,0.3,11.8,,1.97,0.03,0.7,0.03,0.09,0.79,0.6,28.0,,50.44,5.39,232.9,
1852,014D781503,014D,56.8477074,-62.8604142,180.0,56.0,2.0,18.0,6.0,0.2,80.0,1.95,,5.0,200.0,10.4,60.0,1.0,Routine,014D,56.84759,-62.86131,268.0,1.56,,1.4,,45.5,0.6,0.03,0.15,1.09,162.2,5.8,21.5,0.3,62.03,15.85,8.61,2.09,1.9,3.0,19.72,,,60.0,3.04,0.03,0.06,90.7,5.3,1.3,0.19,89.0,4.41,0.019,0.59,108.44,24.4,0.252,2.74,,27.33,,6.6,,0.17,,9.3,1.7,23.08,0.2,8.1,,2.71,0.03,0.7,0.03,0.09,1.18,0.8,28.0,,72.58,8.12,193.5,
1853,014D781504,014D,56.8156228,-62.865219,134.0,38.0,2.0,13.0,19.0,,1040.0,6.8,,6.0,240.0,13.6,100.0,2.4,Routine,014D,56.8155,-62.86611,350.0,2.03,,2.7,,88.3,0.8,0.04,0.2,0.74,150.6,21.0,30.1,0.48,40.56,11.02,5.58,1.91,7.27,4.8,13.75,,,102.0,2.04,0.05,0.09,76.6,7.7,0.77,0.29,1376.0,5.67,0.018,1.04,81.91,18.6,0.288,4.03,,21.17,,10.1,,0.11,,9.0,2.1,16.51,0.3,11.5,,1.8,,2.4,0.057,0.17,0.79,0.9,43.0,,47.65,4.9,142.5,0.2
1854,014D781505,014D,56.7921364,-62.8625375,290.0,50.0,2.0,12.0,4.0,0.2,100.0,2.9,,6.0,120.0,23.8,90.0,1.1,Routine,014D,56.79202,-62.86343,345.0,1.62,,1.7,,40.0,0.6,0.03,0.29,1.23,135.7,3.8,14.6,0.24,50.42,13.3,7.25,2.28,2.74,2.5,17.15,,,104.0,2.56,0.03,0.04,78.3,4.3,1.08,0.13,96.0,5.15,0.01,0.56,95.45,15.2,0.158,2.31,,24.19,,4.1,2.0,0.25,,7.5,1.4,19.61,0.2,13.3,,2.18,,0.4,0.019,0.08,0.97,0.9,17.0,,61.96,6.64,278.6,
1855,014D781506,014D,56.7950216,-62.785668,150.0,52.0,2.0,20.0,12.0,,140.0,3.6,1.0,8.0,330.0,10.4,50.0,1.5,Routine,014D,56.7949,-62.78656,211.0,1.48,0.4,2.4,,83.7,0.4,0.05,0.44,0.74,116.2,14.5,27.1,0.55,51.11,8.13,4.51,1.59,3.28,4.7,10.81,,,47.0,1.63,0.04,0.16,59.7,9.7,0.68,0.37,183.0,6.17,0.038,1.39,64.87,31.8,0.188,3.89,,17.1,,14.6,,0.21,,9.4,1.1,12.68,0.4,18.5,,1.4,,3.1,0.07,0.16,0.66,1.1,36.0,,38.2,4.32,151.1,0.5
1856,014D781507,014D,56.8123589,-62.7647029,132.0,34.0,2.0,12.0,7.0,,120.0,3.1,,4.0,450.0,11.6,60.0,0.9,Routine,014D,56.81224,-62.76559,149.0,1.61,,1.5,,60.6,0.4,0.02,0.61,0.78,110.9,7.2,17.6,0.2,37.2,8.83,4.37,1.74,3.05,4.7,11.41,0.1,,58.0,1.58,0.04,0.05,54.4,6.2,0.53,0.28,128.0,3.84,0.028,0.77,66.33,15.3,0.341,2.86,,16.19,,4.2,1.0,0.07,,7.2,1.2,13.54,0.3,17.7,,1.47,,0.9,0.039,0.06,0.59,0.5,27.0,,38.96,3.83,134.4,
1857,014D781508,014D,56.8658705,-62.7673005,152.0,28.0,,7.0,4.0,0.2,70.0,1.7,,3.0,120.0,25.6,70.0,0.8,Routine,014D,56.86575,-62.76819,154.0,1.14,,0.9,,21.6,0.4,,0.25,0.95,119.1,3.9,11.1,0.14,30.86,11.75,6.64,1.99,1.72,2.0,15.49,,,75.0,2.33,0.04,0.02,68.7,2.8,1.0,0.09,78.0,2.44,0.011,0.31,82.02,10.0,0.09,1.87,,20.43,,2.0,,0.28,0.03,5.1,1.1,16.73,,12.4,,1.92,,0.1,0.011,0.05,0.94,0.4,12.0,,55.64,6.1,162.8,
1858,014D781509,014D,56.875743,-62.7719144,196.0,48.0,,9.0,12.0,0.3,130.0,5.5,,6.0,160.0,27.4,120.0,0.8,Routine,014D,56.87562,-62.77281,543.0,2.05,,2.0,,38.6,0.6,0.04,0.15,1.27,195.1,13.7,17.7,0.25,57.68,16.61,8.7,2.18,5.78,3.0,20.44,,,145.0,3.18,0.06,0.04,108.2,3.7,1.16,0.13,165.0,5.24,0.01,0.59,111.63,13.4,0.342,3.2,,28.06,,4.1,,0.51,0.04,10.4,3.0,21.73,0.1,9.3,,2.6,,0.6,0.016,0.11,1.24,0.7,19.0,,77.96,7.71,216.5,0.1
1859,014D781510,014D,56.892641,-62.7668868,200.0,52.0,2.0,17.0,8.0,,260.0,4.3,,5.0,250.0,12.8,50.0,1.8,First Field Duplicate,014D,56.89252,-62.76778,206.0,1.78,,1.4,,57.5,0.6,0.03,0.16,0.82,152.3,7.0,26.6,0.42,57.13,10.74,6.11,1.67,3.53,4.1,14.19,0.2,,52.0,2.16,0.05,0.11,80.3,6.8,0.9,0.26,239.0,4.66,0.019,1.0,84.85,22.9,0.206,3.36,,22.08,,11.5,,0.13,,11.4,1.6,16.88,0.2,8.6,,1.82,,2.0,0.05,0.11,0.89,1.1,36.0,,49.31,5.78,217.6,0.2
1860,014D781513,014D,56.9103793,-62.737283,104.0,44.0,2.0,22.0,11.0,0.2,180.0,2.1,,3.0,330.0,13.2,80.0,1.2,Routine,014D,56.91026,-62.73818,255.0,2.27,,1.9,,54.1,0.5,0.04,0.29,0.96,131.4,11.6,28.4,0.28,50.1,7.37,3.71,1.24,2.1,4.4,10.18,,,74.0,1.37,0.03,0.05,67.3,6.7,0.44,0.26,196.0,3.28,0.022,0.89,65.16,29.6,0.218,3.51,,17.85,,6.0,,0.16,,5.5,1.7,12.21,0.2,14.3,,1.24,0.03,0.7,0.034,0.1,0.44,0.7,35.0,,33.97,3.1,123.2,0.1
1861,014D781514,014D,56.8896158,-62.6963989,132.0,90.0,2.0,35.0,20.0,0.2,140.0,3.7,,5.0,390.0,6.6,100.0,1.7,Routine,014D,56.88949,-62.69729,566.0,2.58,,3.4,,89.4,0.5,0.04,0.29,1.17,180.7,20.8,37.8,0.4,100.41,12.1,6.36,1.88,4.18,5.6,15.52,,,90.0,2.2,0.05,0.12,81.2,9.2,0.77,0.36,158.0,6.52,0.021,1.29,86.95,45.9,0.296,4.05,,22.81,,12.1,,0.13,,10.7,3.2,17.88,0.3,14.0,,2.0,0.05,2.5,0.059,0.16,0.86,1.3,48.0,0.1,53.0,5.31,144.3,0.2
1862,014D781515,014D,56.8854178,-62.7264972,154.0,112.0,2.0,38.0,88.0,0.2,4800.0,8.6,,9.0,170.0,23,50.0,1.2,Routine,014D,56.88529,-62.72739,445.0,3.68,,2.0,,94.7,1.0,0.05,0.19,1.58,222.9,98.8,23.7,0.38,130.16,15.31,8.15,2.51,9.23,3.2,18.71,0.1,,80.0,2.93,0.04,0.06,116.8,5.7,1.02,0.17,5656.0,10.22,0.009,0.5,109.06,53.6,0.325,3.81,,28.43,,6.1,,0.33,0.02,10.7,5.3,21.43,0.2,11.3,,2.52,,1.6,0.027,0.19,1.14,1.1,26.0,,71.3,6.88,175.6,0.5
1863,014D781516,014D,56.8638632,-62.7377918,106.0,38.0,3.0,9.0,6.0,,100.0,5.55,,7.0,175.0,26.4,130.0,0.8,Routine,014D,56.86374,-62.73868,337.0,1.8,,1.8,,24.5,0.3,0.04,0.17,0.76,164.7,5.3,14.2,0.29,40.46,14.22,7.69,2.04,5.29,2.8,17.27,,,132.0,2.7,0.04,0.03,94.2,3.5,0.98,0.12,90.0,6.3,0.013,0.6,97.52,11.1,0.259,4.11,,24.12,,4.0,,0.35,0.04,8.4,2.8,19.39,0.2,8.1,,2.35,,0.5,0.016,0.07,1.04,0.6,16.0,,70.33,6.69,108.5,
1864,014D781517,014D,56.838876,-62.7155461,74.0,12.0,3.0,4.0,4.0,,90.0,1.6,,,210.0,12,40.0,0.7,Routine,014D,56.83875,-62.71644,38.0,0.93,,0.3,,29.8,0.3,,0.29,0.29,79.0,3.4,11.8,0.16,12.81,6.33,3.01,0.76,1.41,3.4,8.65,,,27.0,1.14,0.03,0.04,36.9,5.0,0.32,0.17,79.0,0.94,0.017,0.87,46.03,6.7,0.146,2.81,,11.22,,3.8,,0.07,,3.2,0.7,9.32,0.2,8.2,,1.06,,0.7,0.032,0.04,0.41,0.3,17.0,,26.9,2.36,85.9,0.2
